ACONT,FMNRx2,FTHFLi
ACONT,FMNRx2,GCCa
ACONT,FMNRx2,GCCb
ACONT,FMNRx2,GCCc
ACONT,FMNRx2,GHMT2r
ACONT,FMNRx2,MTHFC
ACONT,FMNRx2,MTHFD
ACONT,FMNRx,FTHFLi
ACONT,FMNRx,GCCa
ACONT,FMNRx,GCCb
ACONT,FMNRx,GCCc
ACONT,FMNRx,GHMT2r
ACONT,FMNRx,MTHFC
ACONT,FMNRx,MTHFD
ARGDr,EX_h2o_e,GLUSx
ARGDr,GLUSx,H2Ot
ARGN,ATPS4r,EX_glc__D_e
ARGN,ATPS4r,FBA
ARGN,ATPS4r,GAPD
ARGN,ATPS4r,GLCpts
ARGN,ATPS4r,PFK
ARGN,ATPS4r,PGI
ARGN,ATPS4r,PGK
ARGN,EX_glc__D_e,EX_h2o_e
ARGN,EX_glc__D_e,FMNRx2
ARGN,EX_glc__D_e,FMNRx
ARGN,EX_glc__D_e,GHMT2r
ARGN,EX_glc__D_e,H2Ot
ARGN,EX_glc__D_e,HCYSMT
ARGN,EX_glc__D_e,MTHFC
ARGN,EX_glc__D_e,MTHFD
ARGN,EX_glc__D_e,TALA
ARGN,EX_glc__D_e,TKT1
ARGN,EX_h2o_e,FBA
ARGN,EX_h2o_e,GAPD
ARGN,EX_h2o_e,GLCpts
ARGN,EX_h2o_e,GLUSx
ARGN,EX_h2o_e,PC
ARGN,EX_h2o_e,PFK
ARGN,EX_h2o_e,PGI
ARGN,EX_h2o_e,PGK
ARGN,EX_h2o_e,TPI
ARGN,FBA,FMNRx2
ARGN,FBA,FMNRx
ARGN,FBA,H2Ot
ARGN,FBA,HCYSMT
ARGN,FMNRx2,GLCpts
ARGN,FMNRx2,PFK
ARGN,FMNRx2,PGI
ARGN,FMNRx,GLCpts
ARGN,FMNRx,PFK
ARGN,FMNRx,PGI
ARGN,GAPD,H2Ot
ARGN,GAPD,HCYSMT
ARGN,GHMT2r,GLCpts
ARGN,GLCpts,H2Ot
ARGN,GLCpts,HCYSMT
ARGN,GLCpts,MTHFC
ARGN,GLCpts,MTHFD
ARGN,GLCpts,TALA
ARGN,GLCpts,TKT1
ARGN,GLUSx,H2Ot
ARGN,H2Ot,PC
ARGN,H2Ot,PFK
ARGN,H2Ot,PGI
ARGN,H2Ot,PGK
ARGN,H2Ot,TPI
ARGN,HCYSMT,PFK
ARGN,HCYSMT,PGI
ARGN,HCYSMT,PGK
ARGN,HCYSMT,TPI
ARGN,PGI,TALA
ARGN,PGI,TKT1
ATPS4r,ENO,EX_h2o_e
ATPS4r,ENO,H2Ot
