'2MBCOATA'
'3HAD10M12'
'3HAD11M12'
'3HAD12M14'
'3HAD13M14'
'3HAD140'
'3HAD14M16'
'3HAD15M16'
'3HAD160'
'3HAD180'
'3HAD4M6'
'3HAD5M6'
'3HAD6M8'
'3HAD7M8'
'3HAD8M10'
'3HAD9M10'
'3OAR10M12'
'3OAR11M12'
'3OAR12M14'
'3OAR13M14'
'3OAR140'
'3OAR14M16'
'3OAR15M16'
'3OAR180'
'3OAR4M6'
'3OAR5M6'
'3OAR6M8'
'3OAR7M8'
'3OAR8M10'
'3OAR9M10'
'3OAS10M12'
'3OAS11M12'
'3OAS12M14'
'3OAS13M14'
'3OAS140'
'3OAS180'
'3OAS3M4'
'3OAS4M3O6'
'3OAS4M6'
'3OAS5M6'
'3OAS6M8'
'3OAS7M8'
'3OAS8M10'
'3OAS9M10'
'A5PISO'
'ACBIPGT'
'ACCOACL'
'ACGK'
'ACOAAGPATAI17'
'ACOAAGPATI17'
'ACOTA'
'ACPS1'
'ACS'
'ADK2'
'ADNK1'
'ADOCBIK'
'ADOCBLS'
'ADSL1r'
'ADSL2r'
'ADSS'
'AGMHE'
'AGPR'
'AHC'
'AICART'
'AIHPDCOATA'
'AIRC4'
'ALAALA'
'ALAS'
'AMMQT7rev'
'AMMQT8r'
'APRAUR'
'ARGSL'
'ARGSSr'
'ASAD'
'ASP1DC'
'ASPCT'
'ASPKi'
'BPNT'
'BTNCLi'
'CAt4i'
'CBIAT'
'CBPS'
'CDOSKT'
'CDPMEK'
'CHORS'
'CHRPL'
'CLPNS180'
'CLPNSAI17'
'CLPNSI17'
'COBALTt5'
'CYTK1'
'Cuabc'
'DAPE'
'DASYN180'
'DASYNAI17'
'DASYNI17'
'DB4PS'
'DDPA'
'DHDPRy'
'DHDPS'
'DHFOR2'
'DHFR'
'DHNAOT4'
'DHNAOT7'
'DHORTS'
'DHPPDA'
'DHQS'
'DHQTi'
'DMATT'
'DPCOAK'
'DPRr'
'DTMPK'
'DXPRIr'
'DXPS'
'EAR10M12x'
'EAR11M12x'
'EAR12M14x'
'EAR13M14x'
'EAR140x'
'EAR14M16x'
'EAR15M16x'
'EAR160x'
'EAR180x'
'EAR4M6x'
'EAR5M6x'
'EAR6M8x'
'EAR7M8x'
'EAR8M10x'
'EAR9M10x'
'EDTXS1'
'EDTXS2'
'EX_biomass(e)'
'EX_ca2(e)'
'EX_cl(e)'
'EX_cobalt2(e)'
'EX_cu2(e)'
'EX_fe2(e)'
'EX_fe3(e)'
'EX_fol(e)'
'EX_glyc(e)'
'EX_ile_L(e)'
'EX_k(e)'
'EX_mg2(e)'
'EX_mn2(e)'
'EX_mqn7(e)'
'EX_nac(e)'
'EX_pheme(e)'
'EX_so4(e)'
'EX_spmd(e)'
'EX_thm(e)'
'EX_trp_L(e)'
'EX_zn2(e)'
'FE2abc'
'FMNAT'
'FOLt'
'FRD3'
'FRTT'
'G1PACT'
'G1PTT'
'G3PATAI17'
'G3PATI17'
'GALT1'
'GALU'
'GARFTi'
'GGTT'
'GLCTR1'
'GLCTR2'
'GLCTR3'
'GLUCYS'
'GLUPRT'
'GLUR'
'GLYCt'
'GMHEPAT'
'GMHEPK'
'GMHEPPA'
'GMPS2'
'GRTT'
'GTHS'
'GTPCII'
'H2CO3D'
'HBZOPT'
'HEMEti'
'HEPK1'
'HEPK2'
'HEPT1'
'HEPT2'
'HEPT3'
'HEPT4'
'HETT'
'HEXTT'
'HMBS'
'IHPDCOATA'
'ILETA'
'ILEabc'
'IMPC'
'IMPD'
'IVCOATA'
'KDOCT2'
'KDOPP'
'KDOPSr'
'Kt1r'
'LEUTA'
'LPADSS'
'MCOATA'
'MECDPDH2'
'MECDPS'
'MEPCT'
'METAT'
'METFR'
'METS'
'MG2abc'
'MK7te'
'MNabc'
'MOAT'
'MOAT3C'
'MOHMT'
'NACt2r'
'NAPRT'
'NNATr'
'NNDMBRT'
'OCBT'
'OHPHM'
'OIVD1r'
'OIVD3'
'OMPDC'
'OPHBDC'
'ORNDC'
'ORNTAC'
'OROTPT'
'PANTS'
'PAPPT3'
'PDHa'
'PDHbr'
'PDHc'
'PEPGLY'
'PGAMT'
'PGMT'
'PGPP180'
'PGPPAI17'
'PGPPI17'
'PGSA180'
'PGSAAI17'
'PGSAI17'
'PLPS'
'PMDPHT'
'PNTK'
'PPA'
'PPBNGS'
'PPCDC'
'PPDK'
'PPTT'
'PRAGS'
'PRAIS'
'PRASCSi'
'PRFGS'
'PRPPS'
'PSCVT'
'PSD180'
'PSDAI17'
'PSDI17'
'PSSA180'
'PSSAAI17'
'PSSAI17'
'PTPAT'
'RBFK'
'RBFSa'
'RBFSb'
'RHAT1'
'RNDR1'
'RNDR2'
'RNDR3'
'RPE'
'RZ5PP'
'S7PIr'
'SDPDS'
'SDPTA'
'SHCHD2'
'SHCHF'
'SHK3Dr'
'SHKK'
'SO4t2'
'SPMDabc'
'SUCOAS'
'TDPDRE'
'TDPDRRr'
'TDPGDH'
'TDSK'
'THDPS'
'THMabc'
'TKT2'
'TMDPK'
'TMDS'
'TRDRr'
'TRPt2r'
'U23GAAT'
'UAAGDS'
'UAGAAT'
'UAGCVT_r'
'UAGDP'
'UAGPT3'
'UAMAGS'
'UAMAS'
'UAPGR'
'UDCPDP'
'UDCPDPS'
'UGMDDS'
'UHGADA'
'UMPK'
'UPP3MT'
'UPP3S'
'USHD'
'ZNabc'
'dreplication'
'pbiosynthesis'
'r2137'
'rtranscription'
'biomass345'
